target_name	program_name	stat	log2FC	pval	adj_pval
PRELID1	59	0.49452	0.49452	6.4231e-05	0.0019269
PRPF3	13	0.76938	0.76938	0.00016724	0.0027109
PRPF3	36	0.54816	0.54816	0.00018073	0.0027109
PRPF3	37	-0.63635	-0.63635	8.7253e-05	0.0026176
PRPF3	39	0.78605	0.78605	3.8464e-05	0.0023079
PRPH2	10	0.25177	0.25177	0.0001116	0.0066958
PSD3	32	0.45784	0.45784	0.00017006	0.010204
PSMA5	36	0.34229	0.34229	0.00017231	0.010338
PSMD7	15	0.47216	0.47216	2.5896e-05	0.00095035
PSMD7	2	0.80926	0.80926	3.1678e-05	0.00095035
PTRH2	30	0.43664	0.43664	4.4696e-05	0.0026818
PVT1	2	-0.40783	-0.40783	4.273e-07	3.6626e-06
PVT1	26	0.56536	0.56536	5.5918e-11	1.1184e-09
PVT1	41	-0.4547	-0.4547	4.0168e-07	3.6626e-06
PVT1	43	0.57503	0.57503	1.7102e-13	5.1306e-12
PVT1	44	-0.60911	-0.60911	1.3512e-10	2.0268e-09
PVT1	50	-0.46552	-0.46552	2.3248e-05	0.00017436
PVT1	57	0.74426	0.74426	7.9716e-20	4.7829e-18
PVT1	59	0.4092	0.4092	3.1084e-10	3.7301e-09
PYROXD1	46	-0.65741	-0.65741	2.0203e-05	0.0012122
QARS	1	0.96612	0.96612	1.0263e-05	0.00030789
QARS	19	-0.92475	-0.92475	1.0755e-06	6.4532e-05
QARS	46	-0.90271	-0.90271	2.4184e-05	0.00048368
QRICH2	47	-0.45001	-0.45001	6.5155e-05	0.0039093
RAB24	1	0.8439	0.8439	5.3344e-07	3.2006e-05
RAB24	59	0.49452	0.49452	6.4231e-05	0.0019269
RAD50	48	-0.49866	-0.49866	0.00017493	0.010496
RAP1A	46	-0.43378	-0.43378	8.7784e-05	0.0052671
RAPGEF1	14	0.16756	0.16756	6.6879e-05	0.0040127
RASIP1	41	0.32728	0.32728	5.5138e-05	0.0028235
RASIP1	7	-0.34104	-0.34104	9.4117e-05	0.0028235
RBBP8	57	-0.59932	-0.59932	7.865e-06	0.0004719
RBM12	41	-0.51364	-0.51364	6.5659e-05	0.0039395
RBM19	32	0.15757	0.15757	6.1923e-05	0.0037154
RBM7	16	1.0101	1.0101	1.3875e-07	8.3248e-06
RNF115	40	0.80198	0.80198	9.2913e-05	0.0029825
RNF115	59	-0.4787	-0.4787	9.9415e-05	0.0029825
RNF146	19	0.36188	0.36188	0.00018361	0.010216
RNF40	36	0.63538	0.63538	5.2455e-05	0.0031473
RPL17	13	1.6704	1.6704	1.519e-10	9.1138e-09
RPL17	59	-0.86299	-0.86299	4.1142e-05	0.0012343
RPL23A	13	0.89556	0.89556	3.4742e-05	0.0020845
RPS12	13	0.8661	0.8661	5.8136e-06	0.00034881
RPS27	25	0.79837	0.79837	1.6001e-06	9.6008e-05
RPS27	29	0.35584	0.35584	0.0001549	0.0046471
RRM1	2	0.57979	0.57979	4.3966e-05	0.0026379
RRP36	9	-0.33741	-0.33741	7.6908e-05	0.0046145
SARNP	17	0.68434	0.68434	8.6179e-05	0.0051707
SARS	1	0.66468	0.66468	3.8444e-05	0.0023066
SARS	36	0.58479	0.58479	9.3933e-05	0.002818
SEC11C	27	-0.48578	-0.48578	0.00021302	0.012781
SETDB1	57	-0.58804	-0.58804	2.1528e-05	0.0012917
SETDB1	9	-0.48953	-0.48953	0.00018112	0.0054336
SF3B3	13	0.66896	0.66896	3.1427e-05	0.00094282
SF3B3	19	-0.31754	-0.31754	0.00013985	0.0020977
SF3B3	36	0.78079	0.78079	1.0066e-09	6.0398e-08
SF3B3	37	-0.62634	-0.62634	0.00018673	0.0022407
SF3B3	39	0.78815	0.78815	5.694e-05	0.0011388
SIKE1	16	0.38091	0.38091	7.1725e-05	0.0036683
SIKE1	17	0.64523	0.64523	0.00012228	0.0036683
SIN3B	27	-0.55467	-0.55467	9.2077e-05	0.0055246
SKIV2L	59	-0.76724	-0.76724	6.9289e-05	0.0041573
SLC35C2	48	-0.023067	-0.023067	0.00019104	0.011462
SLC46A3	34	0.42495	0.42495	0.00010378	0.0062269
SLC4A1AP	27	-0.52215	-0.52215	0.00021009	0.012605
SMAD6	27	-0.43916	-0.43916	6.4765e-05	0.0038859
SNAPC2	41	-0.4301	-0.4301	2.9765e-05	0.0017859
SNX21	59	-0.37867	-0.37867	0.00021835	0.013101
SOD1	34	-0.52868	-0.52868	8.3685e-05	0.0050211
SORT1	35	0.082731	0.082731	0.00013476	0.0080858
SOX17	28	-0.33938	-0.33938	5.3042e-05	0.0031825
SOX7	2	0.52666	0.52666	8.5727e-05	0.0017145
SOX7	23	0.48274	0.48274	7.6683e-05	0.0017145
SOX7	27	0.47511	0.47511	2.4976e-05	0.0014986
SP1	15	-0.4153	-0.4153	7.9975e-05	0.0023992
SP1	34	0.4309	0.4309	2.427e-06	0.00014562
SPRY4	2	-0.38429	-0.38429	5.5839e-05	0.0015907
SPRY4	28	0.45447	0.45447	0.00013195	0.0015907
SPRY4	29	-0.52983	-0.52983	3.1759e-06	0.00019055
SPRY4	46	0.40096	0.40096	0.00010053	0.0015907
SPRY4	47	-0.40282	-0.40282	0.00013256	0.0015907
SQLE	18	0.52052	0.52052	0.00014335	0.003907
SQLE	19	0.42205	0.42205	1.8536e-05	0.0011122
SQLE	59	-0.37683	-0.37683	0.00019535	0.003907
SRBD1	37	0.66167	0.66167	8.461e-05	0.0050766
SREBF1	46	-0.6376	-0.6376	1.9684e-05	0.001181
SRF	31	-0.70041	-0.70041	5.0631e-07	3.0378e-05
SRP68	27	0.41413	0.41413	0.00017703	0.0035407
SRP68	48	-0.64405	-0.64405	8.7726e-06	0.00052635
SRP68	50	-0.49178	-0.49178	0.00012517	0.0035407
SRP72	27	0.47213	0.47213	0.0002076	0.003114
SRP72	44	-0.58176	-0.58176	1.4758e-05	0.00088547
SRP72	47	-0.086783	-0.086783	0.00016542	0.003114
SRP72	50	-0.27067	-0.27067	0.00018764	0.003114
SURF4	30	0.82796	0.82796	1.4229e-15	8.5374e-14
SURF4	44	0.53703	0.53703	6.5323e-06	0.00019597
SURF6	2	0.86189	0.86189	0.00022199	0.013319
SUZ12	17	2.8101	2.8101	1.078e-35	6.4681e-34
SUZ12	38	1.0844	1.0844	1.9101e-06	5.7304e-05
SYVN1	15	-0.60726	-0.60726	1.0647e-05	9.3258e-05
SYVN1	28	-0.90297	-0.90297	1.1295e-07	1.6943e-06
SYVN1	30	1.7382	1.7382	6.0457e-55	3.6274e-53
SYVN1	35	-0.56318	-0.56318	0.00022715	0.0013052
SYVN1	41	-0.78848	-0.78848	3.3373e-09	1.0012e-07
SYVN1	47	0.63834	0.63834	1.088e-05	9.3258e-05
SYVN1	49	0.58742	0.58742	2.9736e-06	3.5683e-05
SYVN1	59	0.56678	0.56678	1.0428e-08	2.0856e-07
SYVN1	60	-0.16356	-0.16356	0.00010864	0.00072426
SYVN1	7	-0.52495	-0.52495	2.3561e-05	0.00017671
TAF11	59	-0.54281	-0.54281	1.6956e-06	0.00010174
TAF5	59	-0.58015	-0.58015	4.4296e-07	2.6578e-05
TAOK1	35	-0.50001	-0.50001	1.6319e-05	0.00097916
TAOK1	37	0.4717	0.4717	0.00017902	0.0053706
TARS2	1	0.69169	0.69169	4.7599e-06	0.0001428
TARS2	43	0.87981	0.87981	7.0024e-16	4.2014e-14
TBRG4	43	-0.57415	-0.57415	8.9667e-06	0.000538
TFAM	43	-1.0201	-1.0201	1.0214e-16	6.1286e-15
TGFBR1	37	0.65441	0.65441	1.4271e-05	0.00042812
TGFBR1	50	-0.64572	-0.64572	1.3687e-08	8.2125e-07
TGFBR1	59	-0.42336	-0.42336	2.6894e-05	0.00053787
THAP12	22	0.30067	0.30067	0.00020622	0.0068682
THEM4	49	0.35924	0.35924	0.00013192	0.0079151
TIMM9	13	0.48889	0.48889	3.759e-05	0.0022554
TLR4	56	0.079605	0.079605	0.00022596	0.013558
TMED10	30	0.39124	0.39124	3.0588e-05	0.0018353
TMEM41B	30	0.43101	0.43101	0.00017751	0.010651
TNFAIP8	48	-0.51714	-0.51714	0.00015344	0.0092063
TOMM40	43	-0.56054	-0.56054	1.6019e-06	9.6117e-05
TOP1	27	-0.70389	-0.70389	3.6152e-05	0.0021047
TOP1	59	-0.44559	-0.44559	7.0157e-05	0.0021047
TP53	1	0.85187	0.85187	2.9199e-23	2.19e-22
TP53	12	0.79562	0.79562	1.4923e-18	6.3955e-18
TP53	13	-1.2324	-1.2324	6.7787e-65	4.0672e-63
TP53	19	-0.34294	-0.34294	1.9023e-08	4.9625e-08
TP53	23	-0.91072	-0.91072	1.2292e-30	1.475e-29
TP53	25	-0.79157	-0.79157	3.9163e-22	2.6109e-21
TP53	26	0.65144	0.65144	4.5799e-21	2.29e-20
TP53	27	-0.54026	-0.54026	6.1656e-11	1.947e-10
TP53	28	-0.4443	-0.4443	3.0158e-06	6.7019e-06
TP53	29	-0.5642	-0.5642	1.1838e-10	3.5513e-10
TP53	3	1.7059	1.7059	7.844e-64	2.3532e-62
TP53	30	-0.30066	-0.30066	3.161e-05	6.7736e-05
TP53	31	-0.52596	-0.52596	2.2447e-09	6.122e-09
TP53	33	0.86889	0.86889	4.1315e-21	2.2535e-20
TP53	35	-0.41381	-0.41381	6.5807e-07	1.5794e-06
TP53	36	-0.39925	-0.39925	1.3007e-06	3.0016e-06
TP53	4	0.46988	0.46988	2.0451e-09	5.8432e-09
TP53	40	1.2377	1.2377	4.0271e-30	4.0271e-29
TP53	41	-0.53783	-0.53783	3.3593e-12	1.2597e-11
TP53	42	1.6355	1.6355	2.2617e-54	4.5234e-53
TP53	44	-0.58983	-0.58983	7.7713e-16	3.1085e-15
TP53	45	-0.63081	-0.63081	2.0009e-21	1.2006e-20
TP53	46	-0.77066	-0.77066	2.4534e-20	1.1323e-19
TP53	50	-0.86601	-0.86601	3.9139e-24	3.3548e-23
TP53	54	1.4008	1.4008	3.9664e-41	5.9496e-40
TP53	57	0.47673	0.47673	3.7107e-12	1.3097e-11
TP53	59	-0.39594	-0.39594	4.0702e-12	1.3567e-11
TP53	60	-0.30553	-0.30553	2.0512e-08	5.128e-08
TP53	7	-0.30427	-0.30427	4.3992e-05	9.1017e-05
TPBG	10	-0.11842	-0.11842	0.00018953	0.011372
TRIP12	42	0.6817	0.6817	8.0945e-06	0.00039833
TRIP12	43	-0.37189	-0.37189	1.3278e-05	0.00039833
TSC1	1	0.53926	0.53926	4.3288e-05	0.00086577
TSC1	19	0.47166	0.47166	3.4198e-05	0.00086577
TSC1	59	-0.58252	-0.58252	6.6847e-10	4.0108e-08
TSLP	35	-0.47727	-0.47727	3.5594e-05	0.0021356
UBA5	30	0.39737	0.39737	4.9976e-08	2.9986e-06
UBA5	44	0.35824	0.35824	1.3875e-05	0.00041625
UBA5	46	-0.36708	-0.36708	4.5896e-05	0.00091793
UFL1	30	0.50819	0.50819	9.9179e-06	0.00059507
UGGT1	30	0.50452	0.50452	1.4687e-06	8.8124e-05
UPF2	1	0.88999	0.88999	4.1399e-11	8.2798e-10
UPF2	22	-0.69313	-0.69313	3.8405e-11	8.2798e-10
UPF2	28	0.67814	0.67814	1.2961e-05	6.6998e-05
UPF2	30	0.58462	0.58462	9.3801e-08	9.3801e-07
UPF2	31	0.70918	0.70918	8.0621e-07	5.3747e-06
UPF2	35	-0.44397	-0.44397	1.34e-05	6.6998e-05
UPF2	36	0.6405	0.6405	6.6322e-08	7.9587e-07
UPF2	4	-0.56027	-0.56027	2.2801e-07	1.7101e-06
UPF2	41	0.52008	0.52008	1.4945e-05	6.8978e-05
UPF2	46	-0.5724	-0.5724	4.3184e-05	0.00018508
UPF2	47	-0.65443	-0.65443	9.708e-07	5.8248e-06
UPF2	49	-0.65788	-0.65788	8.1837e-10	1.2276e-08
UPF2	52	0.75293	0.75293	1.0876e-19	6.5258e-18
UPF2	60	-0.39082	-0.39082	1.4846e-07	1.2725e-06
USE1	30	0.85921	0.85921	1.1388e-23	6.8326e-22
USE1	48	0.39476	0.39476	9.1521e-05	0.0027456
USP12	52	0.18884	0.18884	0.00022657	0.0072953
USP19	28	-0.62614	-0.62614	2.7488e-05	0.0016493
USP4	54	0.15954	0.15954	0.00018101	0.010861
USP8	27	-0.68495	-0.68495	1.8147e-06	3.6295e-05
USP8	41	-0.60861	-0.60861	4.5299e-07	1.359e-05
USP8	50	0.78931	0.78931	1.4542e-09	8.7254e-08
VARS	19	-0.63853	-0.63853	2.8465e-05	0.00085396
VARS	57	-0.68974	-0.68974	3.1605e-06	0.00018963
VARS	59	0.40411	0.40411	7.2899e-05	0.001458
VMP1	30	0.43664	0.43664	4.4696e-05	0.0026818
VPS39	29	-0.63101	-0.63101	1.1263e-05	0.0003379
VPS39	57	-0.60638	-0.60638	3.7691e-06	0.00022615
WAC	50	-0.39388	-0.39388	6.003e-06	0.00036018
WDR59	47	-0.48277	-0.48277	4.558e-05	0.0013674
WDR59	59	0.38319	0.38319	1.2412e-05	0.00074471
WEE1	6	0.45198	0.45198	4.2647e-05	0.0025588
WRNIP1	43	-0.32494	-0.32494	0.0001795	0.01077
XPO7	12	0.54231	0.54231	8.9572e-05	0.00076776
XPO7	13	-0.67735	-0.67735	1.1901e-08	7.1405e-07
XPO7	3	0.62802	0.62802	4.2074e-05	0.00050489
XPO7	33	0.4038	0.4038	5.6959e-05	0.00056959
XPO7	40	0.74303	0.74303	1.0876e-06	3.2628e-05
XPO7	42	0.70587	0.70587	6.4307e-06	9.646e-05
XPO7	50	-0.63476	-0.63476	1.8822e-06	3.7644e-05
YLPM1	1	0.71944	0.71944	4.8586e-08	2.9151e-06
YLPM1	22	-0.40042	-0.40042	3.6855e-05	0.00073711
YLPM1	25	-0.5103	-0.5103	0.00015941	0.0015941
YLPM1	29	-0.67063	-0.67063	2.9392e-06	8.8177e-05
YLPM1	46	0.45223	0.45223	0.00012559	0.0015071
YLPM1	56	-0.31738	-0.31738	0.00010818	0.0015071
ZEB1	57	0.23275	0.23275	0.00012971	0.0077828
ZFP36L2	3	0.54379	0.54379	5.8631e-05	0.0035179
ZFP36L2	5	0.68627	0.68627	0.00013567	0.0040701
ZNF747	25	-0.30664	-0.30664	0.00013996	0.0083974
